,이름,lat,long
499,을지로2가,37.566347,126.988066
500,신세계본점6F,37.560381,126.980758
501,서울중앙우체국,37.561678,126.982117
502,한국프레스센터,37.56724756017782,126.9780493948243
503,명동중앙로,37.5637485,126.9857723
504,약수역,37.555437,127.0107253
505,중구저동,37.5643686,126.9903382
506,명동길,37.5620695,126.9858669
507,서소문로,37.563006,126.974546
508,신당역,37.5654033985295,127.014352404697
509,명동메트로,37.565118,126.983681
510,숭례문,37.55874473,126.9730952
511,순화동더샵,37.56006079590111,126.97183790303104
512,환구단,37.56459884548825,126.9792301485792
513,무교동,37.567928021468916,126.9792065857694
514,문화일보,37.56712291,126.9686642
515,태평로,37.56248285,126.9767928
516,퍼시픽타워,37.56132157,126.9730264
517,남산단암,37.55853622,126.9754585
518,황학캐슬,37.57124,127.022905
519,을지로삼화타워,37.566902,126.984707
520,소공로,37.5637273,126.98076809999998
521,을지로한국빌딩,37.565722,126.98329
522,시청,37.56629,126.979808
523,명동역,37.5608622201549,126.983105390255
524,명동입구,37.563319,126.982242
525,장충라운지R,37.561036913264,127.007334747398
526,충무로,37.5614959808102,126.992823097196
527,이마트타워,37.5607434636967,126.972528391958
528,동호로,37.553478403261,127.011305155237
529,무교로,37.56722071682264,126.97907661254083
530,청계크리스탈스퀘어,37.5679,126.98933
531,숭례문SG타워,37.5581293,126.9742637
532,세종대로,37.568678,126.976493
533,동대문디자인플라자,37.56743,127.009758
534,별다방,37.5602013,126.9829327
535,포포인츠명동,37.5657211,126.9893426
536,명동남산,37.560809,126.986397
537,신세계본점5F,37.560951,126.981134
538,명일역,37.55255451856903,127.14388583677322
539,강동구청DT,37.52938776679806,127.12384773690836
540,강동암사DT,37.555073228709134,127.12992233765308
541,굽은다리역,37.54526203653031,127.14298353027375
542,강동역,37.536047,127.133086
543,둔촌동,37.52264171306811,127.13398661016131
544,천호로데오,37.5378069,127.12730940000006
545,천호이마트,37.538984278389535,127.12517047134832
546,길동역,37.53870166831661,127.14013947484787
547,상일동,37.550948358388766,127.17409536001483
548,천호역,37.53795191,127.1245793
549,명일이마트,37.55417877236837,127.15613409848525
550,상일동역,37.55756654027894,127.17076356349716
551,천호사거리,37.539702,127.123542
552,강일역,37.55747468801038,127.17351070838722
553,올림픽공원북2문,37.5241832,127.1286775
554,암사역,37.55128201526835,127.1281050846303
555,강동강일,37.57219483916046,127.17494002529294
556,천호대로길동,37.534651,127.137210
557,구로디지털타워,37.483472189,126.896856737
558,오류동역,37.4962155,126.8448614
559,구로디지털로,37.485699173,126.895991532
560,구로에이스,37.484233766,126.894560454
561,구로하이엔드,37.481618,126.893136
562,현대디큐브2F,37.509452982,126.889684147
563,구로호텔,37.4831293,126.89885909999998
564,현대디큐브B2,37.50924828,126.889981345
565,구로고척,37.49706,126.86315
566,구로NC,37.501219,126.882798
567,구로오류DT,37.4881292318832,126.834491889841
568,구로구청,37.49395067031256,126.88676120707717
569,고척아이파크,37.49930562934076,126.8582208923581
570,신도림힐스테이트,37.506860026202624,126.88463805193277
571,답십리역,37.568466,127.051106
572,경희대삼거리,37.591531,127.052017
573,외대정문,37.5953464,127.0590302
574,신설동역,37.5767228,127.0255446
575,회기역사거리,37.590784,127.056098
576,장한평역,37.562337,127.065511
577,경희대,37.5928812,127.05280849999997
578,청량리역롯데캐슬스카이,37.579249267,127.045331071
579,경동1960,37.5796141021494,127.038684963773
580,사이버한국외대,37.5960508006499,127.060761238087
581,청량리역사,37.580565324,127.048564845
582,답십리초교사거리,37.5682540295405,127.057240883237
583,장안사거리,37.5727209002351,127.070092668638
584,서울숲역,37.541868967552624,127.04489904228212
585,금호역,37.54795819607987,127.01576347145759
586,뚝섬역,37.546432,127.049042
587,황학사거리,37.567598,127.023713
588,성수역,37.543193,127.056943
589,상왕십리역,37.5651102845783,127.028019796271
590,왕십리역,37.5627541,127.0339072
591,한양대,37.55726984,127.0421649
592,엔터식스,37.56175811,127.0383328
593,신금호역,37.55495378704588,127.02011077314176
594,뚝섬역교차로,37.547754922352,127.045142362137
595,왕십리역9번출구,37.5605427226347,127.035267332652
596,성수,37.5444620830457,127.055413311106
597,옥수,37.5430298,127.0133661
598,성수낙낙,37.547326,127.066367
599,효창공원앞역,37.53897052967548,126.96313623522258
600,서울역서부,37.555165,126.968446
601,이태원역,37.534273,126.994789
602,한강진역R,37.53716526852496,127.00101265422607
603,용산역써밋R,37.527586,126.965401
604,이촌,37.518605,126.977271
605,신용산역,37.528702,126.966757
606,용산파크타워,37.523818,126.970389
607,남영동,37.542831,126.972242
608,한남동R,37.53485,127.010919
609,서울타워,37.551102,126.988317
610,서울역동자동,37.551752,126.972694
611,순천향입구,37.533394,127.00563
612,동빙고,37.5290045288412,126.991762757458
613,숙대입구역,37.544225782,126.971957017
614,용산아이파크몰6F,37.529168352723765,126.96549423935371
615,동부이촌동,37.52111,126.96905
616,숙명여대정문,37.54474797,126.96484196
617,용산해링턴스퀘어,37.5265379583476,126.967362090447
618,경리단길,37.53854,126.98737
619,서울역사,37.55415699928705,126.97179361292846
620,용산리첸시아,37.538571,126.967409
621,용산전자랜드,37.53286105987034,126.96100091132484
622,용산이마트,37.529587383479104,126.96571748651038
623,용산아이파크몰1F,37.52872656009729,126.96447624612843
624,상봉,37.597842,127.092509
625,중랑역,37.5930326,127.07473579999998
626,중랑구청,37.60538908,127.0957558
627,사가정역,37.579594,127.087966
628,상봉역,37.59689,127.08647
629,묵동,37.615368,127.076633
630,망우동,37.5995083771241,127.097538751682
631,양원역,37.6066536267232,127.106359790053
632,중화역,37.60170912407773,127.07841136432036
